386.334472 123.467833 633.0 1
453.545908 246.078935 624.0 1
231.825994 299.472827 632.0 4
49.587318 414.053598 654.0 4
148.969222 225.71297 628.0 4
182.299581 409.06137 595.0 4
46.091073 152.659683 631.0 3
266.347866 8.582701 652.0 3
41.068551 239.13526 601.0 4
358.04786 210.38542 658.0 1
455.634312 345.889359 646.0 2
281.345297 70.403017 656.0 1
77.003329 194.956044 637.0 4
343.455674 459.50991 655.0 2
296.668902 114.231074 657.0 1
258.993391 401.927596 639.0 2
353.308712 59.519746 662.0 1
294.405348 70.68838 633.0 1
171.243119 83.107186 624.0 3
50.313179 113.598427 620.0 3
395.356291 253.177663 632.0 1
372.375073 7.857249 604.0 1
149.211974 305.64231 625.0 4
288.201491 302.451696 594.0 2
226.287698 217.332677 590.0 3
222.564629 143.726035 664.0 3
74.604549 378.659196 597.0 4
455.209393 204.268712 604.0 1
417.155444 131.549288 683.0 1
303.84393 204.92826 654.0 1
120.856738 239.187859 675.0 4
331.221875 346.060238 627.0 2
177.184496 439.819091 610.0 2
484.290026 462.465102 627.0 2
313.57539 261.582652 647.0 1
241.148103 476.165575 642.0 2
87.476532 218.081414 685.0 4
359.515663 379.754828 682.0 2
89.508156 363.575676 663.0 4
287.940361 413.639041 667.0 2
210.86416 493.942298 630.0 2
475.856403 218.570991 650.0 1
86.491448 161.761172 678.0 3
229.945844 199.798655 630.0 3
232.362313 313.387965 624.0 4
170.050229 34.199225 613.0 3
123.314268 42.90641 649.0 3
98.008409 227.329312 628.0 4
303.879285 299.141433 673.0 2
154.65707 321.377698 614.0 4
28.723327 252.948907 627.0 4
265.576169 38.66878 662.0 1
224.926224 335.040339 601.0 4
243.910992 412.049247 655.0 2
43.1475 180.031256 645.0 3
247.128124 482.372212 616.0 2
195.515418 27.635089 636.0 3
122.627484 0.119184 650.0 3
456.695708 184.76369 648.0 1
145.026069 453.141165 645.0 4
240.619343 89.299802 617.0 3
270.535267 386.22997 647.0 2
278.547496 47.756876 650.0 1
192.087073 407.431469 658.0 2
320.647295 119.091234 662.0 1
250.467245 102.992611 602.0 3
409.318286 412.428082 618.0 2
384.487608 83.222536 595.0 1
485.037571 26.452642 662.0 1
95.059787 169.831736 629.0 3
171.691086 112.078327 657.0 3
120.645912 195.850048 682.0 4
199.748013 164.854974 589.0 3
8.000229 459.845283 634.0 4
429.192161 432.648611 611.0 2
174.261867 319.197274 656.0 4
449.509026 398.203786 641.0 2
9.378841 130.183228 621.0 3
259.008105 149.213472 659.0 3
290.878362 292.636699 667.0 2
