386.287514 334.241104 864.0
266.39227 254.877881 855.0
347.415903 19.082502 858.0
206.382626 172.796278 843.0
97.561157 210.359908 855.0
273.856873 212.46149 886.0
227.993306 383.49973 848.0
203.51185 423.656331 862.0
331.946615 26.75917 835.0
137.326016 38.357426 861.0
459.156011 35.068704 901.0
53.7077 165.314151 815.0
493.969395 143.62661 884.0
81.324676 323.834951 850.0
346.180611 257.532748 852.0
26.36843 174.205185 788.0
390.726165 434.652866 830.0
479.635826 239.332666 823.0
130.042249 120.085622 842.0
179.307336 118.397348 860.0
485.861487 374.007786 878.0
200.66742 117.332357 840.0
440.063854 153.201216 833.0
359.047705 14.785915 835.0
390.354226 183.473468 859.0
380.483804 291.297441 851.0
139.482094 275.550615 853.0
206.518643 458.835694 850.0
312.794146 131.216421 884.0
497.906501 314.569096 908.0
351.483616 385.12982 851.0
480.751682 493.524361 819.0
233.633731 182.11136 862.0
33.964327 338.437519 872.0
182.100099 56.358261 836.0
426.739594 212.36307 837.0
441.470549 295.524012 845.0
226.563354 350.292834 818.0
271.77724 260.068557 885.0
83.760874 269.015787 852.0
178.784928 338.279339 867.0
372.388119 227.109071 849.0
277.580055 287.981678 873.0
241.523814 290.738563 815.0
419.953521 158.832553 864.0
74.226462 24.152159 860.0
321.06593 155.087202 841.0
196.061347 203.06301 869.0
279.979586 116.902459 869.0
153.596741 0.425752 852.0
136.478989 302.37175 840.0
461.674759 367.673064 846.0
98.243882 184.920761 819.0
358.080742 263.036659 852.0
234.790364 121.646471 838.0
355.72492 168.722376 844.0
225.708849 488.623494 890.0
334.877948 293.679307 840.0
435.226384 349.836804 838.0
129.0903 120.666337 856.0
